name,address,latitude,longitude
Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",48.4157009,-123.3325629
Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",48.432745871864014, -123.32767803593947
Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",48.4181565,-123.3567941
Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",48.4422695,-123.3432246
