DAUID,Target_name,Target_address,Distance (km)
59170175,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.44
59170175,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.39
59170177,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.19
59170177,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.38
59170177,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.38
59170177,Scurrah Green,"1580 Fort St, Victoria, BC V8S 5J2",0.46
59170177,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.48
59170178,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.19
59170178,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.31
59170178,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.5
59170179,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.15
59170179,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.32
59170179,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.48
59170180,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.15
59170181,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.32
59170197,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.69
59170198,Redfern Park,"Leighton Rd, Victoria, BC V8R 4W7",0.36
59170199,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.17
59170199,Scurrah Green,"1580 Fort St, Victoria, BC V8S 5J2",0.48
59170200,Abkhazi Garden,"1964 Fairfield Rd, Victoria, BC V8S 1H2",0.4
59170201,Pemberton Park,"1855 Richardson St, Victoria, BC V8S 1S1",0.36
59170201,The Terrace,"1401 Rockland Ave, Victoria, BC V8S 1V9",0.44
59170201,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.34
59170202,Hollywood Park,"1700 Fairfield Rd, Victoria, BC V8S 1G3",0.24
59170202,Ross Bay Cemetery,"1495 Fairfield Rd, Victoria, BC V8S 3L6",0.24
