DAUID,DA_address,Target_name,Target_address,Distance (km)
59170175,"1551 Gladstone Ave, Victoria, BC V8R 1S4",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.96
59170175,"2234 Forbes St, Victoria, BC V8R 4B4",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",1.02
59170177,"1530 Belcher Ave, Victoria, BC V8R 4N1",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.9
59170178,"1550 Richmond Ave, Victoria, BC V8R 4P6",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.8
59170179,"1827 Chestnut St, Victoria, BC V8R 4N6",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.85
59170180,"1607 Fell St, Victoria, BC V8R 4V9",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.58
59170180,"1746 Davie St, Victoria, BC V8R 4W6",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.46
59170181,"1605 Redfern St, Victoria, BC V8R 4X3",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.47
59170181,"1732 Amphion St, Victoria, BC V8R 4Z7",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.29
59170197,"941 Lawndale Ave, Victoria, BC V8S 4C9",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",1.0
59170198,"1041 Chamberlain St, Victoria, BC V8S 4C1",Oak Bay Recreation Centre,"1975 Bee St, Victoria, BC V8R 1T5",0.73
59170199,"1750 Rockland Ave, Victoria, BC V8S 1W9",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.77
59170200,"34 Armine Pl, Victoria, BC V8S 1S7",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.13
59170200,"801 Bank St, Victoria, BC V8S 4A8",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.99
59170201,"1530 Despard Ave, Victoria, BC V8S 1T3",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.58
59170201,"1730 Algoa Pl, Victoria, BC V8S 5J6",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.74
59170202,"1708 Chandler Ave, Victoria, BC V8S 1N6",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.96
59170203,"1737 Fairfield Rd, Victoria, BC V8S 1G6",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.17
59170203,"237 Wildwood Ave, Victoria, BC V8S 3W2",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.33
59170204,"326 Irving Rd, Victoria, BC V8S 4A2",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.33
59170204,"443 Chadwick Pl, Victoria, BC V8S 1H4",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.43
59170224,"1733 Kings Rd, Victoria, BC V8R 2N9",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.67
59170225,"1651 Pearl St, Victoria, BC V8R 2Z2",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.34
59170226,"2646 Scott St, Victoria, BC V8R 4H9",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.46
59170227,"1543 Pearl St, Victoria, BC V8R 2Y8",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.15
59170227,"1546 Westall Ave, Victoria, BC V8T 2G7",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.39
59170228,"1435 Myrtle Ave, Victoria, BC V8R 2Z5",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.2
59170229,"1637 Burton Ave, Victoria, BC V8T 2N5",Oaklands Community Centre & Association,"2827 Belmont Ave #1, Victoria, BC V8R 4B2",0.69
59170272,"142 Beechwood Ave, Victoria, BC V8S 3W5",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.54
59170273,"1450 Hamley St, Victoria, BC V8S 1N1",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.66
59170273,"339 Stannard Ave, Victoria, BC V8S 3M3",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",1.02
59170274,"1322 D Thurlow Rd, Victoria, BC V8S 1L6",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.69
59170274,"1331 Vimy Pl, Victoria, BC V8S 1C5",Cook Street Village Activity Centre,"380 Cook St #1, Victoria, BC V8V 3X7",0.72
59170274,"1423 Fairfield Rd, Victoria, BC V8S 1E6",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.9
59170275,"1315 Richardson St, Victoria, BC V8S 1P6",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.27
59170275,"1315 Richardson St, Victoria, BC V8S 1P6",Art Gallery of Greater Victoria,"1040 Moss St, Victoria, BC V8V 4P1",0.42
59170275,"1329 Minto St, Victoria, BC V8S 1P3",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.35
59170275,"441 Stannard Ave, Victoria, BC V8S 3M6",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.79
59170275,"524C St Charles St, Victoria, BC V8S 3N7",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.28
59170275,"711 Robleda Crescent, Victoria, BC V8S 3K6",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.33
59170275,"711 Robleda Crescent, Victoria, BC V8S 3K6",Art Gallery of Greater Victoria,"1040 Moss St, Victoria, BC V8V 4P1",0.38
59170275,"711 Robleda Crescent, Victoria, BC V8S 3K6",Craigdarroch Castle,"1050 Joan Crescent, Victoria, BC V8S 3L5",0.41
59170276,"614 Cornwall St, Victoria, BC V8V 4L1",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.31
59170276,"801 Langham Ct, Victoria, BC V8V 4J3",Langham Court Theatre,"805 Langham Ct, Victoria, BC V8V 4J3",0.05
