DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170814,Greater Victoria Public Library - Central Branch,"735 Broughton St, Victoria, BC V8W 3H2",0.17,891064
59170814,Victoria Bug Zoo,"631 Courtney St, Victoria, BC V8W 1B8",0.26,891064
59170814,Royal Theatre,"805 Broughton St, Victoria, BC V8W 1E5",0.22,891064
59170814,YMCA-YWCA Downtown,"851 Broughton St, Victoria, BC V8W 1C4",0.32,891064
59170814,The Coda,"751 View St, Victoria, BC V8W 1J9",0.38,891064
59170814,Capitol 6 Theatres,"805 Yates St, Victoria, BC V8W 1L8",0.35,891064
59170814,Cineplex Odeon Victoria Cinemas,"780 Yates St, Victoria, BC V8W 1L4",0.43,891064
59170816,Little free library,"335 Waterfront Crescent, Victoria, BC V8T 0A6",0.77,1287572
59170817,Little free library,"335 Waterfront Crescent, Victoria, BC V8T 0A6",0.54,680343
59170819,Dino Lab Inc.,"3 & 45 Erie St Unit #100, Victoria, BC V8V 1P8",0.85,1005417
59170820,Little free library,"335 Waterfront Crescent, Victoria, BC V8T 0A6",0.87,902809
59170820,Dino Lab Inc.,"3 & 45 Erie St Unit #100, Victoria, BC V8V 1P8",1.11,902809
