DAUID,Target_name,Target_address,Distance (km)
59170387,Selkirk Green Park,"350 Waterfront Crescent, Victoria, BC V8T 5K3",0.5
59170388,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.27
59170388,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.3
59170388,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.27
59170389,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.18
59170389,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.45
59170389,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.42
59170390,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.33
59170390,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.47
59170554,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.34
59170555,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3
59170556,Rockland Woodland Garden,"1059 Craigdarroch Rd, Victoria, BC V8S 2A5",0.27
59170556,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.44
59170556,The Terrace,"1401 Rockland Ave, Victoria, BC V8S 1V9",0.31
59170557,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.32
59170557,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.39
59170557,Rockland Woodland Garden,"1059 Craigdarroch Rd, Victoria, BC V8S 2A5",0.41
59170558,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.27
59170598,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.51
59170600,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.42
59170600,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.42
59170601,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.33
59170601,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.2
59170610,Irving Park,"250 Menzies St, Victoria, BC V8V 2G7",0.18
59170610,Michigan Street Playground,"677 Michigan St, Victoria, BC V8V 1S9",0.3
59170610,Lewis Street Park,"32 Lewis St, Victoria, BC V8V 2E8",0.39
59170611,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3
59170611,Thunderbird Park,"638 Douglas St, Victoria, BC V8V 2P8",0.34
59170612,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.22
59170612,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.26
59170612,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.41
59170722,Triangle Park,"150 Wilson St, Victoria, BC V9A 6X1",0.0
59170722,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.41
59170722,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.43
59170723,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.48
59170805,Central Park,"2275 Quadra St, Victoria, BC V8T 4C4",0.52
59170805,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.41
59170806,Central Park,"2275 Quadra St, Victoria, BC V8T 4C4",0.22
59170807,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.17
59170807,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.41
59170808,Central Park,"2275 Quadra St, Victoria, BC V8T 4C4",0.18
59170808,Royal Athletic Park,"1014 Caledonia Ave, Victoria, BC V8T 1E8",0.25
59170808,Blackwood Park,"2550 Cook St, Victoria, BC V8T 3R8",0.31
59170808,Stevenson Memorial Park,"1233 Pembroke St, Victoria, BC V8T 1J6",0.47
59170808,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.48
59170809,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.1
59170809,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.31
59170810,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.05
59170810,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.35
59170811,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.38
59170811,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.45
59170811,Cridge Park,"720 Belleville St., Victoria, BC V8W 1A3",0.38
59170811,Thunderbird Park,"638 Douglas St, Victoria, BC V8V 2P8",0.35
59170811,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.44
59170814,Thunderbird Park,"638 Douglas St, Victoria, BC V8V 2P8",0.28
59170814,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3
59170814,Cridge Park,"720 Belleville St., Victoria, BC V8W 1A3",0.39
59170815,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.28
59170815,Centennial Square,"1 Centennial Square, Victoria, BC V8W 1P5",0.43
59170816,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.33
59170817,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.5
59170819,Saghalie Park,"130 Esquimalt Rd, Victoria, BC V9A 3K9",0.12
59170819,Songhees Hillside Park,"40 Saghalie Rd, Victoria, BC V9A 6Z6",0.13
59170819,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.38
59170820,Triangle Park,"150 Wilson St, Victoria, BC V9A 6X1",0.26
59170820,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.46
59170820,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.49
59170820,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.29
