DAUID,DA_address,Target_name,Target_address,Distance (km)
59170291,"1236 Chapman St, Victoria, BC V8V 2T8",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",1.01
59170291,"135 Howe St, Victoria, BC V8V 4K5",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",0.99
59170292,"1125 Faithful St, Victoria, BC V8V 2R5",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",1.23
59170292,"127 Cambridge St, Victoria, BC V8V 4B1",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",1.25
59170292,"45 Cambridge St, Victoria, BC V8V 4A7",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",1.34
59170293,"19 Marlborough St, Victoria, BC V8V 4A5",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",1.28
59170293,"41 Wellington Ave, Victoria, BC V8V 4H5",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",1.21
59170294,"1321 George St, Victoria, BC V8S 1A8",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",1.04
59170294,"188 Bushby St, Victoria, BC V8S 1B6",Thrifty Foods,"1590 Fairfield Rd, Victoria, BC V8S 1G1",0.62
59170295,"1025 Sutlej St, Victoria, BC V8V 2V9",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",1.08
59170295,"216 Vancouver St, Victoria, BC V8V 3S8",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.95
59170296,"235 St Andrews St, Victoria, BC V8V 2N1",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.37
59170296,"620 Avalon Rd, Victoria, BC V8V 1N7",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.47
59170296,"620 Avalon Rd, Victoria, BC V8V 1N7",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.49
59170297,"427 Government St, Victoria, BC V8V 2L4",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.49
59170298,"425 Quebec St, Victoria, BC V8V 1W7",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.55
59170298,"431 Powell St, Victoria, BC V8V 2J3",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.36
59170298,"617 Government St, Victoria, BC V8V 1X6",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.62
59170299,"215 Government St, Victoria, BC V8V 2K8",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.6
59170299,"575 Marifield Ave, Victoria, BC V8V 1N3",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.32
