DAUID,Target_name,Target_address,Distance (km)
59170809,The Coda,"751 View St, Victoria, BC V8W 1J9",0.32
59170809,Metro Studio Theatre,"1411 Quadra St, Victoria, BC V8W 2L2",0.41
59170809,Pacific Opera Victoria & Baumann Centre,"925 Balmoral Rd, Victoria, BC V8W 2L5",0.44
59170809,Save-On-Foods Memorial Centre,"1925 Blanshard St, Victoria, BC V8T 4J2",0.49
59170810,BOSA Community Room,"1025 Mason St, Victoria, BC V8V 0C6",0.05
59170810,Intrepid Theatre Company Society,"1609 Blanshard St #2, Victoria, BC V8W 2J5",0.12
59170810,Pacific Opera Victoria & Baumann Centre,"925 Balmoral Rd, Victoria, BC V8W 2L5",0.16
59170810,Philippine Bayanihan Community Centre,"1709 Blanshard St, Victoria, BC V8W 2J8",0.17
59170810,Metro Studio Theatre,"1411 Quadra St, Victoria, BC V8W 2L2",0.22
59170810,Cineplex Odeon Victoria Cinemas,"780 Yates St, Victoria, BC V8W 1L4",0.29
59170810,Capitol 6 Theatres,"805 Yates St, Victoria, BC V8W 1L8",0.34
59170810,Save-On-Foods Memorial Centre,"1925 Blanshard St, Victoria, BC V8T 4J2",0.36
59170810,The Coda,"751 View St, Victoria, BC V8W 1J9",0.43
59170811,The Coda,"751 View St, Victoria, BC V8W 1J9",0.33
59170811,Cineplex Odeon Victoria Cinemas,"780 Yates St, Victoria, BC V8W 1L4",0.38
59170811,Capitol 6 Theatres,"805 Yates St, Victoria, BC V8W 1L8",0.35
59170811,Greater Victoria Public Library - Central Branch,"735 Broughton St, Victoria, BC V8W 3H2",0.31
59170811,Victoria Bug Zoo,"631 Courtney St, Victoria, BC V8W 1B8",0.21
59170811,Royal Theatre,"805 Broughton St, Victoria, BC V8W 1E5",0.34
59170811,YMCA-YWCA Downtown,"851 Broughton St, Victoria, BC V8W 1C4",0.45
59170811,Intrepid Theatre Company Society,"1609 Blanshard St #2, Victoria, BC V8W 2J5",0.43
59170811,BOSA Community Room,"1025 Mason St, Victoria, BC V8V 0C6",0.45
59170811,The Maritime Museum of British Columbia,"744 Douglas St, Victoria, BC V8W 2Z7",0.33
59170811,Metro Studio Theatre,"1411 Quadra St, Victoria, BC V8W 2L2",0.46
59170811,Victoria Conference Centre - Crystal Garden,"713 Douglas St, Victoria, BC V8W 3M6",0.36
59170811,Philippine Bayanihan Community Centre,"1709 Blanshard St, Victoria, BC V8W 2J8",0.49
59170811,Royal BC Museum,"675 Belleville St., Victoria, BC V8W 9W2",0.36
59170811,St. Ann's Academy and Auditorium National Historic Site,"835 Humboldt St, Victoria, BC V8V 4W8",0.5
59170814,Victoria Conference Centre - Crystal Garden,"713 Douglas St, Victoria, BC V8W 3M6",0.17
59170814,The Maritime Museum of British Columbia,"744 Douglas St, Victoria, BC V8W 2Z7",0.18
59170814,St. Ann's Academy and Auditorium National Historic Site,"835 Humboldt St, Victoria, BC V8V 4W8",0.31
59170814,Royal BC Museum,"675 Belleville St., Victoria, BC V8W 9W2",0.34
59170814,Greater Victoria Public Library - Central Branch,"735 Broughton St, Victoria, BC V8W 3H2",0.17
59170814,Victoria Bug Zoo,"631 Courtney St, Victoria, BC V8W 1B8",0.26
59170814,Royal Theatre,"805 Broughton St, Victoria, BC V8W 1E5",0.22
59170814,YMCA-YWCA Downtown,"851 Broughton St, Victoria, BC V8W 1C4",0.32
59170814,The Coda,"751 View St, Victoria, BC V8W 1J9",0.38
59170814,Capitol 6 Theatres,"805 Yates St, Victoria, BC V8W 1L8",0.35
59170814,Cineplex Odeon Victoria Cinemas,"780 Yates St, Victoria, BC V8W 1L4",0.43
59170815,Capitol 6 Theatres,"805 Yates St, Victoria, BC V8W 1L8",0.08
59170815,Cineplex Odeon Victoria Cinemas,"780 Yates St, Victoria, BC V8W 1L4",0.15
59170815,The Coda,"751 View St, Victoria, BC V8W 1J9",0.18
59170815,Metro Studio Theatre,"1411 Quadra St, Victoria, BC V8W 2L2",0.2
59170815,BOSA Community Room,"1025 Mason St, Victoria, BC V8V 0C6",0.28
59170815,Royal Theatre,"805 Broughton St, Victoria, BC V8W 1E5",0.3
59170815,YMCA-YWCA Downtown,"851 Broughton St, Victoria, BC V8W 1C4",0.3
59170815,Greater Victoria Public Library - Central Branch,"735 Broughton St, Victoria, BC V8W 3H2",0.38
59170815,Intrepid Theatre Company Society,"1609 Blanshard St #2, Victoria, BC V8W 2J5",0.38
59170815,Pacific Opera Victoria & Baumann Centre,"925 Balmoral Rd, Victoria, BC V8W 2L5",0.39
59170815,Philippine Bayanihan Community Centre,"1709 Blanshard St, Victoria, BC V8W 2J8",0.44
59170815,Victoria Bug Zoo,"631 Courtney St, Victoria, BC V8W 1B8",0.5
59170816,Burnside Gorge Community Centre,"471 Cecelia Rd, Victoria, BC V8T 4T4",1.01
59170817,Burnside Gorge Community Centre,"471 Cecelia Rd, Victoria, BC V8T 4T4",0.99
59170819,Dino Lab Inc.,"43 & 45 Erie St Unit #100, Victoria, BC V8V 1P8",0.85
59170820,Burnside Gorge Community Centre,"471 Cecelia Rd, Victoria, BC V8T 4T4",1.25
59170820,Dino Lab Inc.,"43 & 45 Erie St Unit #100, Victoria, BC V8V 1P8",1.11
